"FDT_STA_ID","Huc6_Vahu6","FDT_SPG_CODE","nObservations","yearsSampled","nYearsSampled","n_Samples_2011","n_Samples_2012","n_Samples_2013","n_Samples_2014","n_Samples_2015","n_Samples_2016","n_Samples_2017","n_Samples_2018","n_Samples_2015_2018","n_Samples_IR2018","n_Samples_IR2020","n_Samples_IR2022","STA_LV3_CODE","STA_LV1_CODE","STA_REC_CODE","Deq_Region","STA_DESC","FDT_SSC_CODE","STA_LV2_CODE","Latitude","Longitude","Majorbasincode","Majorbasinname","Basin","Subbasin","Huc6_Huc_8","Huc6_Huc_8_Name","Huc6_Name","Huc6_Huc_12","Huc6_Huc_12_Name","Huc6_Vahu5","STA_CBP_NAME"
"9-CBC007.55","NE58","RB",1,"2013",1,NA,NA,"1 : RB",NA,NA,NA,NA,NA,NA,"RB: 1 | Total: 1","RB: 1 | Total: 1",NA,"BIOMON","STREAM","WCRO","Blue Ridge","Downstream of Diamond Hills Restoration","000002","AMBNT",37.14308889,-80.4351,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Crab Creek","050500011802","Crab Creek","NE-Q",NA
"9-CNL000.01","NE57","TM",18,"2011, 2012, 2017",3,"6 : TM","6 : TM",NA,NA,NA,NA,"6 : TM",NA,"TM: 6 | Total: 6","TM: 12 | Total: 12","TM: 6 | Total: 6","TM: 6 | Total: 6","AWTSHD","STREAM","WCRO","Blue Ridge","Bissett Park Bridge","000002","AMBNT",37.14027778,-80.56805556,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Connellys Run-New River","050500011801","New River-Connellys Run","NE-Q",NA
"9-DDD001.00","NE51","TM, AW",24,"2011, 2012, 2017",3,"6 : TM","6 : TM",NA,NA,NA,NA,"12 : AW",NA,"AW: 12 | Total: 12","TM: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","TMDL","STREAM","WCRO","Blue Ridge","RT. 8 BRIDGE BELOW FLOYD STP","000002","AMBNT",36.92833333,-80.33138889,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Dodd Creek-West Fork Little River","050500011604","West Fork Little River-Dodd Creek","NE-O",NA
"9-DDD002.62","NE51","TM",12,"2011, 2012",2,"6 : TM","6 : TM",NA,NA,NA,NA,NA,NA,NA,"TM: 12 | Total: 12",NA,NA,"TMDL","STREAM","WCRO","Blue Ridge","ROUTE 696 BRIDGE, BELOW FLOYD STP - FLOY","000002","AMBNT",36.91944444,-80.34555555,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Dodd Creek-West Fork Little River","050500011604","West Fork Little River-Dodd Creek","NE-O",NA
"9-DDW000.02","NE51","TM",12,"2011, 2012",2,"6 : TM","6 : TM",NA,NA,NA,NA,NA,NA,NA,"TM: 12 | Total: 12",NA,NA,"TMDL","STREAM","WCRO","Blue Ridge","Rt. 8 Bridge","000002","AMBNT",36.88495,-80.32323611,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Dodd Creek-West Fork Little River","050500011604","West Fork Little River-Dodd Creek","NE-O",NA
"9-DML004.65","NE70","RB",2,"2015",1,NA,NA,NA,NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","SSTUDY","STREAM","WCRO","Blue Ridge","Upstr of Walnut Flats picnic area","000002","AMBNT",37.1993,-80.88175,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Dismal Creek-Kimberling Creek","050500020105","Kimberling Creek-Dismal Creek","NE-R",NA
"9-HWL004.86","NE50","RB",2,"2018",1,NA,NA,NA,NA,NA,NA,NA,"2 : RB","RB: 2 | Total: 2",NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","BIOMON","STREAM","WCRO","Blue Ridge","Along Cox Store Rd","000002","AMBNT",36.860731,-80.355739,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Howell Creek-West Fork Little River","050500011603","West Fork Little River-Howell Creek","NE-O",NA
"9-LCR000.51","NE74","RB",2,"2016",1,NA,NA,NA,NA,NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","BIOMON","STREAM",NA,"Blue Ridge","Laurel Creek upstream of Rt.714 bridge","000002","AMBNT",37.38054722,-80.57711944,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Little Stony Creek-New River","050500020304","New River-Little Stony Creek","NE-T",NA
"9-LRI001.62","NE34","AW, TM",24,"2011, 2012, 2016",3,"6 : AW","6 : AW",NA,NA,NA,"12 : TM",NA,NA,"TM: 12 | Total: 12","AW: 12 | TM: 12 | Total: 24","TM: 12 | Total: 12","TM: 12 | Total: 12","AWTSHD","STREAM","SWRO","Blue Ridge","Bri. # 6176 on Rt. 607 off 100","000002","AMBNT",36.92194444,-80.75972222,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Lower Little Reed Island Creek","050500011202","Lower Little Reed Island Creek","NE-K",NA
"9-LRV000.34","NE56","TM, SS",5,"2013, 2014",2,NA,NA,"3 : TM","1 : SS | 1 : TM",NA,NA,NA,NA,NA,"TM: 4 | SS: 1 | Total: 5","TM: 4 | SS: 1 | Total: 5",NA,"AWTSHD","STREAM","WCRO","Blue Ridge","RT. 605 BRIDGE, S OF RADFORD","13034","AMBNT",37.07861111,-80.57527778,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Meadow Creek-Little River","050500011705","Little River-Meadow Creek","NE-P",NA
"9-LRV009.11","NE55","TR",47,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",8,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","TR: 36 | Total: 36","TR: 35 | Total: 35","TR: 23 | Total: 23","ATRND","STREAM","WCRO","Blue Ridge","RT. 693 BRIDGE","000002","AMBNT",37.0375,-80.55694444,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Big Laurel Creek-Little River","050500011704","Little River-Big Laurel Creek","NE-P",NA
"9-LRV012.58","NE55","PA",12,"2014",1,NA,NA,NA,"12 : PA",NA,NA,NA,NA,NA,"PA: 12 | Total: 12","PA: 12 | Total: 12",NA,"AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 787 Pull Off","000002","AMBNT",37.02488889,-80.53275,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Big Laurel Creek-Little River","050500011704","Little River-Big Laurel Creek","NE-P",NA
"9-LRV012.98","NE55","FP",3,"2014",1,NA,NA,NA,"3 : FP",NA,NA,NA,NA,NA,"FP: 3 | Total: 3","FP: 3 | Total: 3",NA,"APROB","STREAM","WCRO","Blue Ridge","Along Rt. 787, Indian Valley Rd","000002","AMBNT",37.0191,-80.533,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Big Laurel Creek-Little River","050500011704","Little River-Big Laurel Creek","NE-P","VARS11-186"
"9-LRV016.68","NE53","AW, QA",12,"2015",1,NA,NA,NA,NA,"11 : AW | 1 : QA",NA,NA,NA,"AW: 11 | QA: 1 | Total: 12","AW: 11 | QA: 1 | Total: 12","AW: 11 | QA: 1 | Total: 12","AW: 11 | QA: 1 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","Rt.787 Bridge","000002","AMBNT",36.99638889,-80.52138889,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Lost Bent Creek-Little River","050500011702","Little River-Lost Bent Creek","NE-P",NA
"9-LRV032.72","NE53","RB",2,"2012",1,NA,"2 : RB",NA,NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2",NA,NA,"AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 617 Bridge","000002","AMBNT",37.01444444,-80.40527778,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Lost Bent Creek-Little River","050500011702","Little River-Lost Bent Creek","NE-P","9-LRV034.09"
"9-LRV044.49","NE49","AW",24,"2011, 2012, 2017",3,"6 : AW","6 : AW",NA,NA,NA,NA,"12 : AW",NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 615 Bridge","000002","AMBNT",36.96580278,-80.32515278,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Pine Creek-Little River","050500011602","Little River-Pine Creek","NE-O",NA
"9-LRV065.57","NE48","AW",12,"2015",1,NA,NA,NA,NA,"12 : AW",NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","Rt 639 Bridge","000002","AMBNT",36.97960833,-80.17864722,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Beaverdam Creek-Little River","050500011601","Little River-Beaverdam Creek","NE-O",NA
"9-LRY000.28","NE74","AW",12,"2013",1,NA,NA,"12 : AW",NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12",NA,"AWTSHD","STREAM","WCRO","Blue Ridge","RT. T1404 SNIDOW ST. IN PEMBROKE","000002","AMBNT",37.31928056,-80.64068056,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Little Stony Creek-New River","050500020304","New River-Little Stony Creek","NE-T",NA
"9-LRY002.39","NE74","RB",1,"2018",1,NA,NA,NA,NA,NA,NA,NA,"1 : RB","RB: 1 | Total: 1",NA,"RB: 1 | Total: 1","RB: 1 | Total: 1","SSTUDY","STREAM","WCRO","Blue Ridge","Below Archer Trail (below MVP crossing)","000002","TRGTED",37.339561,-80.62455,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Little Stony Creek-New River","050500020304","New River-Little Stony Creek","NE-T",NA
"9-LRY002.87","NE74","RB",1,"2018",1,NA,NA,NA,NA,NA,NA,NA,"1 : RB","RB: 1 | Total: 1",NA,"RB: 1 | Total: 1","RB: 1 | Total: 1","SSTUDY","STREAM","WCRO","Blue Ridge","Above Archer Trail (above MVP crossing)","000002","TRGTED",37.343153,-80.619544,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Little Stony Creek-New River","050500020304","New River-Little Stony Creek","NE-T",NA
"9-LRY004.64","NE74","RB",2,"2012",1,NA,"2 : RB",NA,NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2",NA,NA,"BIOMON","STREAM","WCRO","Blue Ridge","At Cascades Picnic Area","000002","AMBNT",37.3525,-80.59833333,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Little Stony Creek-New River","050500020304","New River-Little Stony Creek","NE-T",NA
"9-LRY007.02","NE74","RB",9,"2014, 2015, 2016, 2017, 2018",5,NA,NA,NA,"2 : RB","2 : RB","2 : RB","2 : RB","1 : RB","RB: 7 | Total: 7","RB: 6 | Total: 6","RB: 9 | Total: 9","RB: 7 | Total: 7","BIOMON","STREAM","WCRO","Blue Ridge","Upstream of Laurel Branch","000002","AMBNT",37.37391667,-80.5735,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Little Stony Creek-New River","050500020304","New River-Little Stony Creek","NE-T",NA
"9-LRY011.64","NE74","FP",2,"2018",1,NA,NA,NA,NA,NA,NA,NA,"2 : FP","FP: 2 | Total: 2",NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","BIOMON","STREAM","WCRO","Blue Ridge","Dnstr of Mountain Lake Rd","000002","AMBNT",37.39545,-80.518044,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Little Stony Creek-New River","050500020304","New River-Little Stony Creek","NE-T","VA-1136"
"9-LWF004.55","NE50","AW",12,"2015",1,NA,NA,NA,NA,"12 : AW",NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 8 Bridge, North of Floyd","000002","AMBNT",36.93842778,-80.34058333,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Howell Creek-West Fork Little River","050500011603","West Fork Little River-Howell Creek","NE-O",NA
"9-LWK000.77","NE72","AW, TM",51,"2011, 2012, 2014, 2015, 2016, 2017, 2018",7,"6 : AW | 1 : TM","6 : AW",NA,"13 : TM","7 : TM","7 : TM","6 : TM","5 : TM","TM: 25 | Total: 25","AW: 12 | TM: 28 | Total: 40","TM: 38 | Total: 38","TM: 25 | Total: 25","AWTSHD","STREAM","WCRO","Blue Ridge","RT. 100 BRIDGE","000002","AMBNT",37.19666667,-80.73388889,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Little Walker Creek","050500020202","Little Walker Creek","NE-S",NA
"9-LWK004.04","NE72","TM",2,"2011, 2014",2,"1 : TM",NA,NA,"1 : TM",NA,NA,NA,NA,NA,"TM: 2 | Total: 2","TM: 1 | Total: 1",NA,"APROB","STREAM","WCRO","Blue Ridge","Off Rt. 601 downstream of Alum Springs","10044","AMBNT",37.17308889,-80.76809444,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Little Walker Creek","050500020202","Little Walker Creek","NE-S",NA
"9-LWK013.93","NE72","FP",1,"2018",1,NA,NA,NA,NA,NA,NA,NA,"1 : FP","FP: 1 | Total: 1",NA,"FP: 1 | Total: 1","FP: 1 | Total: 1","BIOMON","STREAM","WCRO","Blue Ridge","Off Rt. 601 nr Mill Iron Church","000002","AMBNT",37.113386,-80.8795,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Little Walker Creek","050500020202","Little Walker Creek","NE-S","VA-1144"
"9-MLC001.53","NE56","TM, AW",24,"2011, 2012, 2017",3,"6 : TM","6 : TM",NA,NA,NA,NA,"12 : AW",NA,"AW: 12 | Total: 12","TM: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 693 in Childress","000002","AMBNT",37.05796389,-80.50368333,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Meadow Creek-Little River","050500011705","Little River-Meadow Creek","NE-P",NA
"9-MLC002.59","NE56","TM, QA",12,"2011, 2012",2,"6 : TM","1 : QA | 5 : TM",NA,NA,NA,NA,NA,NA,NA,"TM: 11 | QA: 1 | Total: 12",NA,NA,"TMDL","STREAM","WCRO","Blue Ridge","RT. 669 BRIDGE, BELOW RINER STP OUTFALL","000002","AMBNT",37.0549,-80.48258611,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Meadow Creek-Little River","050500011705","Little River-Meadow Creek","NE-P",NA
"9-MLC005.44","NE56","TM",12,"2011, 2012",2,"6 : TM","6 : TM",NA,NA,NA,NA,NA,NA,NA,"TM: 12 | Total: 12",NA,NA,"TMDL","STREAM","WCRO","Blue Ridge","ROUTE 8 BRIDGE, ABOVE RINER STP OUTFALL","000002","AMBNT",37.0546,-80.44016944,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Meadow Creek-Little River","050500011705","Little River-Meadow Creek","NE-P",NA
"9-NEW028.95","NE85","TM, SS",8,"2011, 2013, 2014",3,"2 : TM",NA,"4 : TM","1 : SS | 1 : TM",NA,NA,NA,NA,NA,"TM: 7 | SS: 1 | Total: 8","TM: 5 | SS: 1 | Total: 6",NA,"SSTUDY","STREAM",NA,"Blue Ridge","New River below Glen Lyn","10044","AMBNT",37.38288889,-80.87833889,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Adair Run-Bluestone Lake","050500021001","New River/Bluestone Lake-Adair Run","NE-Y",NA
"9-NEW030.15","NE83","TR, TM",49,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",8,"6 : TR","1 : TM | 6 : TR","7 : TR","6 : TR","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","TR: 37 | TM: 1 | Total: 38","TR: 36 | Total: 36","TR: 23 | Total: 23","ATRND","STREAM","WCRO","Blue Ridge","RT. 460 BRIDGE AT GLEN LYN","000002","AMBNT",37.37222222,-80.86194444,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Clendennin Creek-Bluestone Lake","050500020602","New River-Bluestone Lake-Clendennin Creek","NE-W","03176500"
"9-NEW034.99","NE83","FP",2,"2016",1,NA,NA,NA,NA,NA,"2 : FP",NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","APROB","STREAM","WCRO","Blue Ridge","Below boat ramp at Narrows CG",NA,"AMBNT",37.34806111,-80.80924444,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Clendennin Creek-Bluestone Lake","050500020602","New River-Bluestone Lake-Clendennin Creek","NE-W","VA-1008"
"9-NEW035.25","NE83","PA, QA",14,"2016",1,NA,NA,NA,NA,NA,"12 : PA | 2 : QA",NA,NA,"PA: 12 | QA: 2 | Total: 14","PA: 12 | QA: 2 | Total: 14","PA: 12 | QA: 2 | Total: 14","PA: 12 | QA: 2 | Total: 14","APROB","STREAM","WCRO","Blue Ridge","Public Boat Ramp below Narrows Falls","000002","AMBNT",37.35135833,-80.81160833,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Clendennin Creek-Bluestone Lake","050500020602","New River-Bluestone Lake-Clendennin Creek","NE-W",NA
"9-NEW038.71","NE83","TM",4,"2011, 2012, 2013",3,"1 : TM","1 : TM","2 : TM",NA,NA,NA,NA,NA,NA,"TM: 4 | Total: 4","TM: 2 | Total: 2",NA,"SSTUDY","STREAM","WCRO","Blue Ridge","New River below Celanese","10044","AMBNT",37.34851945,-80.77525,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Clendennin Creek-Bluestone Lake","050500020602","New River-Bluestone Lake-Clendennin Creek","NE-W",NA
"9-NEW047.77","NE74","TM",1,"2011",1,"1 : TM",NA,NA,NA,NA,NA,NA,NA,NA,"TM: 1 | Total: 1",NA,NA,"SSTUDY","STREAM","WCRO","Blue Ridge","Rt. 460 bridge near Ripplemead","10044","AMBNT",37.33045,-80.67785,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Little Stony Creek-New River","050500020304","New River-Little Stony Creek","NE-T",NA
"9-NEW050.70","NE83","TM, SS",3,"2012, 2014",2,NA,"1 : TM",NA,"1 : SS | 1 : TM",NA,NA,NA,NA,NA,"TM: 2 | SS: 1 | Total: 3","SS: 1 | TM: 1 | Total: 2",NA,"SSTUDY","STREAM","SWRO","Blue Ridge","New River near Pembroke","13034","AMBNT",37.37227778,-80.86155,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Clendennin Creek-Bluestone Lake","050500020602","New River-Bluestone Lake-Clendennin Creek","NE-W",NA
"9-NEW056.22","NE63","AW, QA, PA",24,"2011, 2012, 2015",3,"6 : AW","5 : AW | 1 : QA",NA,NA,"10 : PA | 2 : QA",NA,NA,NA,"PA: 10 | QA: 2 | Total: 12","AW: 11 | QA: 3 | PA: 10 | Total: 24","PA: 10 | QA: 2 | Total: 12","PA: 10 | QA: 2 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","RT. 730 BRIDGE AT THE EGGLESTON GAGE","000002","AMBNT",37.28972222,-80.61666667,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Bear Spring Branch-New River","050500020301","New River-Bear Spring Branch","NE-T",NA
"9-NEW058.93","NE63","FP",2,"2015",1,NA,NA,NA,NA,"2 : FP",NA,NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","APROB","STREAM","WCRO","Blue Ridge","Below Confl with Bear Spring Br",NA,"AMBNT",37.2565,-80.6116,"05","Ohio","New River Basin","MIDDLE NEW","05050002","Middle New","Bear Spring Branch-New River","050500020301","New River-Bear Spring Branch","NE-T","VARS11-210"
"9-NEW063.06","NE62","TM, QA",6,"2011, 2013",2,"1 : QA | 1 : TM",NA,"4 : TM",NA,NA,NA,NA,NA,NA,"QA: 1 | TM: 5 | Total: 6","TM: 4 | Total: 4",NA,"APROB","STREAM","WCRO","Blue Ridge","Just downstream of Back Cr. mouth","10044","AMBNT",37.20574444,-80.60581667,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Dry Branch-New River","050500011806","New River-Dry Branch","NE-Q",NA
"9-NEW066.90","NE62","TM, PA, AW, TR",37,"2011, 2012, 2013, 2015, 2017, 2018",6,"1 : TM","1 : TM","12 : PA",NA,"12 : AW",NA,"6 : TR","5 : TR","AW: 12 | TR: 11 | Total: 23","TM: 2 | PA: 12 | AW: 12 | Total: 26","PA: 12 | AW: 12 | TR: 11 | Total: 35","AW: 12 | TR: 11 | Total: 23","AWTSHD","STREAM","WCRO","Blue Ridge","AT WHITETHORNE BOAT RAMP","10044","AMBNT",37.19833333,-80.56527778,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Dry Branch-New River","050500011806","New River-Dry Branch","NE-Q",NA
"9-NEW070.80","NE59","TM, FP",9,"2011, 2013, 2015, 2017",4,"3 : FP | 1 : TM",NA,"2 : FP",NA,"2 : FP",NA,"1 : FP",NA,"FP: 3 | Total: 3","FP: 7 | TM: 1 | Total: 8","FP: 5 | Total: 5","FP: 3 | Total: 3","APROB","STREAM","WCRO","Blue Ridge","Dnstr of Stroubles Creek confluence","10044","AMBNT",37.1945,-80.517,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Stroubles Creek-New River","050500011803","New River-Stroubles Creek","NE-Q","VARS11-027"
"9-NEW075.53","NE59","TM",2,"2011, 2013",2,"1 : TM",NA,"1 : TM",NA,NA,NA,NA,NA,NA,"TM: 2 | Total: 2","TM: 1 | Total: 1",NA,"AWTSHD","STREAM","WCRO","Blue Ridge","RT. 114 BRIDGE","10044","AMBNT",37.16194445,-80.5525,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Stroubles Creek-New River","050500011803","New River-Stroubles Creek","NE-Q",NA
"9-NEW079.19","NE57","TM, SS",3,"2012, 2014",2,NA,"1 : TM",NA,"1 : SS | 1 : TM",NA,NA,NA,NA,NA,"TM: 2 | SS: 1 | Total: 3","SS: 1 | TM: 1 | Total: 2",NA,"SSTUDY","STREAM","WCRO","Blue Ridge","New River downstream of Radford Universi","13034","AMBNT",37.142,-80.543,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Connellys Run-New River","050500011801","New River-Connellys Run","NE-Q",NA
"9-NEW081.72","NE57","TR, TM, PA",57,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",8,"1 : TM | 6 : TR","6 : TR","3 : TM | 6 : TR","6 : TR","6 : TR","12 : PA","6 : TR","5 : TR","TR: 17 | PA: 12 | Total: 29","TM: 4 | TR: 30 | PA: 12 | Total: 46","TM: 3 | TR: 29 | PA: 12 | Total: 44","TR: 17 | PA: 12 | Total: 29","ATRND","STREAM","WCRO","Blue Ridge","RT. 11 BRIDGE AT RADFORD","000002","AMBNT",37.13861111,-80.575,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Connellys Run-New River","050500011801","New River-Connellys Run","NE-Q","03171000"
"9-NEW083.29","NE57","FP",2,"2016",1,NA,NA,NA,NA,NA,"2 : FP",NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","APROB","STREAM","WCRO","Blue Ridge","Dnstr. of River St. boat ramp, Radford",NA,"AMBNT",37.12299167,-80.59590278,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Connellys Run-New River","050500011801","New River-Connellys Run","NE-Q","VA-1044"
"9-NEW084.34","NE57","TM",7,"2011, 2013",2,"2 : TM",NA,"5 : TM",NA,NA,NA,NA,NA,NA,"TM: 7 | Total: 7","TM: 5 | Total: 5",NA,"AWTSHD","STREAM","WCRO","Blue Ridge","ABOVE FILTRATION PLANT","10044","AMBNT",37.1075,-80.59305555,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Connellys Run-New River","050500011801","New River-Connellys Run","NE-Q",NA
"9-NEW085.94","NE57","TM",1,"2012",1,NA,"1 : TM",NA,NA,NA,NA,NA,NA,NA,"TM: 1 | Total: 1",NA,NA,"SSTUDY","STREAM","WCRO","Blue Ridge","New River downstream Claytor Dam","13034","AMBNT",37.08783333,-80.5795,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Connellys Run-New River","050500011801","New River-Connellys Run","NE-Q",NA
"9-NEW087.14","NE47","RL",1810,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",8,"239 : RL","200 : RL","245 : RL","244 : RL","209 : RL","214 : RL","248 : RL","211 : RL","RL: 882 | Total: 882","RL: 1351 | Total: 1351","RL: 1371 | Total: 1371","RL: 882 | Total: 882","ATRND","RESERV","WCRO","Blue Ridge","CLAYTOR LAKE UNDER POWER LINES ABOVE DAM","000002","AMBNT",37.07444444,-80.58805556,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Lower Claytor Lake-New River","050500011506","New River/Lower Claytor Lake","NE-N",NA
"9-NEW088.86","NE47","TM",1,"2012",1,NA,"1 : TM",NA,NA,NA,NA,NA,NA,NA,"TM: 1 | Total: 1",NA,NA,"SSTUDY","RESERV","WCRO","Blue Ridge","New River near Claytor Lake Dam","13034","AMBNT",37.07466667,-80.58786111,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Lower Claytor Lake-New River","050500011506","New River/Lower Claytor Lake","NE-N",NA
"9-NEW089.34","NE47","RL",1516,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",8,"194 : RL","170 : RL","202 : RL","207 : RL","176 : RL","182 : RL","214 : RL","171 : RL","RL: 743 | Total: 743","RL: 1131 | Total: 1131","RL: 1152 | Total: 1152","RL: 743 | Total: 743","ATRND","RESERV","WCRO","Blue Ridge","CLAYTOR LAKE LINE BETWEEN BEACH & INLET","000002","AMBNT",37.0525,-80.61472222,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Lower Claytor Lake-New River","050500011506","New River/Lower Claytor Lake","NE-N",NA
"9-NEW092.66","NE47","RL",1474,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",8,"197 : RL","179 : RL","205 : RL","200 : RL","175 : RL","145 : RL","199 : RL","174 : RL","RL: 693 | Total: 693","RL: 1101 | Total: 1101","RL: 1098 | Total: 1098","RL: 693 | Total: 693","ATRND","RESERV","WCRO","Blue Ridge","CLAYTOR LAKE AT DUBLIN WATER WORKS","000002","AMBNT",37.06611111,-80.65638889,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Lower Claytor Lake-New River","050500011506","New River/Lower Claytor Lake","NE-N",NA
"9-NEW098.32","NE43","TR, RL",621,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",8,"84 : RL | 6 : TR","80 : RL | 6 : TR","84 : RL | 6 : TR","79 : RL | 6 : TR","73 : RL | 2 : TR","56 : RL | 6 : TR","67 : RL | 6 : TR","55 : RL | 5 : TR","RL: 251 | TR: 19 | Total: 270","RL: 456 | TR: 32 | Total: 488","RL: 414 | TR: 31 | Total: 445","RL: 251 | TR: 19 | Total: 270","ATRND","RESERV","WCRO","Blue Ridge","CLAYTOR LAKE DOWNSTREAM FROM S END OF RT","000002","AMBNT",37.0025,-80.68305556,"05","Ohio","New River Basin","UPPER NEW","05050001","Upper New","Upper Claytor Lake-New River","050500011502","New River-Upper Claytor Lake","NE-N",NA
