"FDT_STA_ID","Huc6_Vahu6","FDT_SPG_CODE","nObservations","yearsSampled","nYearsSampled","n_Samples_2013","n_Samples_2014","n_Samples_2015","n_Samples_2016","n_Samples_2017","n_Samples_2018","n_Samples_2019","n_Samples_2016_2019","n_Samples_IR2020","n_Samples_IR2022","n_Samples_IR2024","STA_DESC","Deq_Region","STA_REC_CODE","FDT_DEPTH","FDT_DEPTH_DESC","FDT_PERCENT_FRB","FDT_SSC_CODE","FDT_COMMENT","Latitude","Longitude","Huc6_Huc_8","Huc6_Huc_8_Name","Huc6_Name","Huc6_Vahu5","Huc6_Huc_12","Huc6_Huc_12_Name","STA_LV1_CODE","LV1_DESCRIPTION","STA_LV2_CODE","LV2_DESCRIPTION","STA_LV3_CODE","LV3_DESCRIPTION","STA_CBP_NAME","FDT_DATE_TIME2","Basin","Subbasin"
"4ATKR000.69","RU13",NA,47,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"6 : TR","6 : TR","2 : RB | 6 : TR","2 : TM | 6 : TR","2 : TM | 6 : TR","6 : TR","5 : TR","TM: 4 | TR: 23 | Total: 27","TR: 36 | RB: 2 | TM: 4 | Total: 42","RB: 2 | TR: 29 | TM: 4 | Total: 35","TM: 2 | TR: 17 | Total: 19","RT. 24 BRIDGE ABOVE TOWN OF VINTON","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.27527778,-79.90777778,"03010101","Upper Roanoke","Glade Creek-Tinker Creek","RU-D","030101010403","Tinker Creek-Glade Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,2013-01-07 16:55:00,"Roanoke","Upper Roanoke"
"4ATKR003.03","RU13","RB",3,"2018, 2019",2,NA,NA,NA,NA,NA,"2 : RB","1 : RB","RB: 3 | Total: 3","RB: 2 | Total: 2","RB: 3 | Total: 3","RB: 3 | Total: 3","Mason Mill Park","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.2973,-79.9196,"03010101","Upper Roanoke","Glade Creek-Tinker Creek","RU-D","030101010403","Tinker Creek-Glade Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,2018-05-03 15:00:00,"Roanoke","Upper Roanoke"
"4ATKR009.30","RU11",NA,32,"2015, 2016, 2017, 2018, 2019",5,NA,NA,"2 : RB | 6 : TM","8 : TM","12 : AW","2 : PT","2 : PT","TM: 8 | AW: 12 | PT: 4 | Total: 24","RB: 2 | TM: 14 | AW: 12 | PT: 2 | Total: 30","RB: 2 | TM: 14 | AW: 12 | PT: 4 | Total: 32","AW: 12 | PT: 4 | Total: 16","Summer View Dr. bridge at Hollins","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.35583333,-79.92944444,"03010101","Upper Roanoke","Buffalo Creek-Tinker Creek","RU-D","030101010401","Tinker Creek-Buffalo Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2015-02-04 15:15:00,"Roanoke","Upper Roanoke"
"4ATKR014.16","RU11","TM",10,"2016, 2017",2,NA,NA,NA,"2 : TM","8 : TM",NA,NA,"TM: 10 | Total: 10","TM: 10 | Total: 10","TM: 10 | Total: 10","TM: 8 | Total: 8","Upstream of Tinkermill Rd Bridge","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.401,-79.92011111,"03010101","Upper Roanoke","Buffalo Creek-Tinker Creek","RU-D","030101010401","Tinker Creek-Buffalo Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2016-05-16 17:15:00,"Roanoke","Upper Roanoke"
"4ATMA001.46","RU36",NA,34,"2013, 2014, 2015, 2016, 2017, 2018",6,"6 : TM","5 : TM","6 : IM","6 : IM","6 : TR","5 : TR",NA,"IM: 6 | TR: 11 | Total: 17","TM: 11 | IM: 12 | TR: 11 | Total: 34","IM: 12 | TR: 11 | Total: 23","TR: 11 | Total: 11","Rt. 644 Bridge","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.91322222,-79.54800833,"03010101","Upper Roanoke","Tomahawk Creek-Pigg River","RU-J","030101011001","Pigg River-Tomahawk Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-02-25 18:25:00,"Roanoke","Upper Roanoke"
"4ATRB000.97","RU59","FP",2,"2013",1,"2 : FP",NA,NA,NA,NA,NA,NA,NA,"FP: 2 | Total: 2",NA,NA,"Troublesome Ck East of Rte 709","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.192,-79.2515,"03010101","Upper Roanoke","Troublesome Creek-Big Otter River","RU-O","030101011505","Big Otter River-Troublesome Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2013-04-09 13:50:00,"Roanoke","Upper Roanoke"
"4ATRB001.36","RU59","RB",4,"2014, 2019",2,NA,"2 : RB",NA,NA,NA,NA,"2 : RB","RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","Troublesome Creek @ Rte. 696","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.20472222,-79.23861111,"03010101","Upper Roanoke","Troublesome Creek-Big Otter River","RU-O","030101011505","Big Otter River-Troublesome Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2014-05-30 16:00:00,"Roanoke","Upper Roanoke"
"4ATRD000.04","RD34","RB",5,"2013, 2014, 2018",3,"2 : RB","2 : RB",NA,NA,NA,"1 : RB",NA,"RB: 1 | Total: 1","RB: 5 | Total: 5","RB: 1 | Total: 1","RB: 1 | Total: 1","Tanyard Creek, Rt. 855 in Soap Stone","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.67388889,-79.64388889,"03010103","Upper Dan","Upper Sandy River","RD-H","030101031001","Upper Sandy River","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-05-06 16:15:00,"Roanoke","Upper Dan"
"4ATRO001.16","RD32","RB",4,"2014, 2016",2,NA,"2 : RB",NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","RB: 4 | Total: 4","RB: 2 | Total: 2",NA,"Trotters Cr @ Berry Hill Rd","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.56527778,-79.58388889,"03010103","Upper Dan","Trotters Creek-Dan River","RD-G","030101030903","Dan River-Trotters Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2014-05-09 14:30:00,"Roanoke","Upper Dan"
"4ATRR001.92","RD66",NA,14,"2016, 2017, 2018",3,NA,NA,NA,"2 : RB","5 : AW | 1 : QA","6 : AW",NA,"RB: 2 | AW: 11 | QA: 1 | Total: 14","RB: 2 | AW: 11 | QA: 1 | Total: 14","RB: 2 | AW: 11 | QA: 1 | Total: 14","AW: 11 | QA: 1 | Total: 12","TERRIBLE Cr @ Dudley Rd (Rt 615)","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.80083333,-78.9275,"03010105","Banister","Terrible Creek","RD-P","030101050402","Terrible Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2016-04-05 14:40:00,"Roanoke","Banister"
"4ATWN000.22","RD21","AW",12,"2016",1,NA,NA,NA,"12 : AW",NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12",NA,"rt.674 Bridge","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.79018056,-80.00591944,"03010103","Upper Dan","Town Creek","RD-E","030101030701","Town Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2016-01-06 18:15:00,"Roanoke","Upper Dan"
"4ATWT000.32","RU84",NA,12,"2016",1,NA,NA,NA,"11 : AW | 1 : QA",NA,NA,NA,"AW: 11 | QA: 1 | Total: 12","AW: 11 | QA: 1 | Total: 12","AW: 11 | QA: 1 | Total: 12",NA,"Twittys Creek @ Sylvan Hill Rd.","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.92833333,-78.66166667,"03010102","Middle Roanoke","Twittys Creek","RU-T","030101020504","Twittys Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2016-01-20 16:00:00,"Roanoke","Middle Roanoke"
"4ATWT003.36","RU84","RB",2,"2016",1,NA,NA,NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"STA. 2 - RT. 642 BRIDGE - COUNTY OF CHAR","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.95944444,-78.63166667,"03010102","Middle Roanoke","Twittys Creek","RU-T","030101020504","Twittys Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,2016-04-25 14:40:00,"Roanoke","Middle Roanoke"
"4ATWT006.40","RU84","RB",2,"2016",1,NA,NA,NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"STA 1 - RT. 47 BRIDGE","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.9925,-78.60083333,"03010102","Middle Roanoke","Twittys Creek","RU-T","030101020504","Twittys Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2016-04-25 16:10:00,"Roanoke","Middle Roanoke"
"4ATYS002.51","RU78",NA,14,"2015, 2018, 2019",3,NA,NA,"12 : PA",NA,NA,"1 : RB","1 : RB","RB: 2 | Total: 2","PA: 12 | RB: 1 | Total: 13","PA: 12 | RB: 2 | Total: 14","RB: 2 | Total: 2","Route 667 (Hillcroft Road)","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.0961,-78.74011111,"03010102","Middle Roanoke","Rough Creek-Cub Creek","RU-R","030101020303","Cub Creek-Rough Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2015-01-26 20:40:00,"Roanoke","Middle Roanoke"
"4ATYS002.96","RU78","FP",2,"2015",1,NA,NA,"2 : FP",NA,NA,NA,NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2",NA,"Terrys Ck upstream of Rte 667","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.10088889,-78.737,"03010102","Middle Roanoke","Rough Creek-Cub Creek","RU-R","030101020303","Cub Creek-Rough Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2015-05-06 15:00:00,"Roanoke","Middle Roanoke"
"4AWFC002.12","RU83","TR",41,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","TR: 36 | Total: 36","TR: 29 | Total: 29","TR: 17 | Total: 17","WARDS FORK CREEK, RT. 645 BRIDGE","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.00638889,-78.67,"03010102","Middle Roanoke","Wards Fork Creek","RU-T","030101020503","Wards Fork Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,2013-02-05 16:30:00,"Roanoke","Middle Roanoke"
"4AWLF000.09","RU41",NA,22,"2015, 2016, 2017",3,NA,NA,"2 : RB | 6 : TM","8 : TM","6 : TM",NA,NA,"TM: 14 | Total: 14","RB: 2 | TM: 20 | Total: 22","RB: 2 | TM: 20 | Total: 22","TM: 6 | Total: 6","RT. 691 BRIDGE AT JOPPA MILL","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.26778889,-79.58716389,"03010101","Upper Roanoke","Wolf Creek-Goose Creek","RU-K","030101011103","Goose Creek-Wolf Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2015-02-11 18:10:00,"Roanoke","Upper Roanoke"
"4AWNS004.02","RD45","AW",22,"2013, 2019",2,"12 : AW",NA,NA,NA,NA,NA,"10 : AW","AW: 10 | Total: 10","AW: 12 | Total: 12","AW: 10 | Total: 10","AW: 10 | Total: 10","Rte 697","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.577,-79.107,"03010104","Lower Dan","Winns Creek","RD-K","030101040303","Winns Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-01-16 19:25:00,"Roanoke","Lower Dan"
"4AWOA002.43","RD54","AW",12,"2015",1,NA,NA,"12 : AW",NA,NA,NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12",NA,"Whiteoak Cr @ 718 Dry Fork Rd","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.74861111,-79.42083333,"03010105","Banister","White Oak Creek-Banister River","RD-M","030101050103","Banister River-White Oak Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2015-01-12 16:20:00,"Roanoke","Banister"
"4AWOR000.34","RU14",NA,30,"2015, 2016, 2017",3,NA,NA,"2 : RB | 6 : TM","8 : TM","1 : FP | 12 : PA | 1 : PT",NA,NA,"TM: 8 | FP: 1 | PA: 12 | PT: 1 | Total: 22","RB: 2 | TM: 14 | FP: 1 | PA: 12 | PT: 1 | Total: 30","RB: 2 | TM: 14 | FP: 1 | PA: 12 | PT: 1 | Total: 30","FP: 1 | PA: 12 | PT: 1 | Total: 14","Niagara Rd. crossing","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.26163889,-79.88111111,"03010101","Upper Roanoke","Peters Creek-Roanoke River","RU-D","030101010404","Roanoke River-Peters Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","TMDL","Total Maximum Daily Load sited station",NA,2015-02-04 16:05:00,"Roanoke","Upper Roanoke"
"4AWPP002.53","RU64","RB",4,"2014, 2017",2,NA,"2 : RB",NA,NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","RB: 4 | Total: 4","RB: 2 | Total: 2","RB: 2 | Total: 2","WHIPPING CREEK, RT 633","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.06055556,-79.00666667,"03010102","Middle Roanoke","Whipping Creek-Roanoke River","RU-P","030101020105","Roanoke River-Whipping Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2014-06-02 19:10:00,"Roanoke","Middle Roanoke"
"4AWRN000.43","RD57",NA,16,"2013, 2016",2,"2 : RB",NA,NA,"12 : AW | 2 : RB",NA,NA,NA,"AW: 12 | RB: 2 | Total: 14","RB: 4 | AW: 12 | Total: 16","AW: 12 | RB: 2 | Total: 14",NA,"RT 683, CEDAR HILL ROAD?","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.87666667,-79.24833333,"03010105","Banister","Georges Creek-Whitehorn Creek","RD-N","030101050202","Whitehorn Creek-Georges Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-04-17 15:50:00,"Roanoke","Banister"
"4AWRN005.50","RD56",NA,16,"2013, 2014, 2016",3,"2 : RB","12 : AW",NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","RB: 4 | AW: 12 | Total: 16","RB: 2 | Total: 2",NA,"RT. 685 BRIDGE","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.89111111,-79.3,"03010105","Banister","Mill Creek-Whitehorn Creek","RD-N","030101050201","Whitehorn Creek-Mill Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,2013-04-17 14:00:00,"Roanoke","Banister"
"4AWTH000.40","RU27","RL",1286,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"163 : RL","213 : RL","196 : RL","176 : RL","165 : RL","206 : RL","167 : RL","RL: 714 | Total: 714","RL: 1119 | Total: 1119","RL: 910 | Total: 910","RL: 538 | Total: 538","SMITH MOUNTAIN LAKE - 0.40 MILE FROM MOU","Blue Ridge","WCRO",0.3,"S",50,"000002","CONDUCTIVITY NOT REPORTED DUE TO METER MALFUNCTION",37.05777778,-79.53555556,"03010101","Upper Roanoke","Craddock Creek-Smith Mountain Lake","RU-G","030101010705","Roanoke River/Smith Mountain Lake-Craddock Creek","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-04-18 16:55:00,"Roanoke","Upper Roanoke"
"4AXCN000.31","RU48",NA,7,"2014, 2015, 2017",3,NA,"2 : RB","2 : FP",NA,"2 : RB | 1 : TM",NA,NA,"RB: 2 | TM: 1 | Total: 3","RB: 4 | FP: 2 | TM: 1 | Total: 7","FP: 2 | RB: 2 | TM: 1 | Total: 5","RB: 2 | TM: 1 | Total: 3","UT to Staunton R @ Bus29 & rt 714","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.12666667,-79.27083333,"03010101","Upper Roanoke","Reed Creek-Roanoke River","RU-M","030101011305","Roanoke River-Reed Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,2014-05-30 14:00:00,"Roanoke","Upper Roanoke"
"4AXCN000.61","RU48","TM",11,"2017",1,NA,NA,NA,NA,"11 : TM",NA,NA,"TM: 11 | Total: 11","TM: 11 | Total: 11","TM: 11 | Total: 11","TM: 11 | Total: 11","UT to Staunton River @ Rt. 711","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.129417,-79.274452,"03010101","Upper Roanoke","Reed Creek-Roanoke River","RU-M","030101011305","Roanoke River-Reed Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","TMDL","Total Maximum Daily Load sited station",NA,2017-02-21 19:50:00,"Roanoke","Upper Roanoke"
"4AXMP000.44","RD24",NA,15,"2013, 2014",2,"2 : RB","1 : RB | 12 : TM",NA,NA,NA,NA,NA,NA,"RB: 3 | TM: 12 | Total: 15",NA,NA,"Dnstr. of HenCo Landfill off Rt. 663","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.711,-79.863,"03010103","Upper Dan","Beaver Creek-Smith River","RD-F","030101030801","Smith River-Beaver Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2013-06-03 16:00:00,"Roanoke","Upper Dan"
"4AXMY000.22","RU34","RB",2,"2013",1,"2 : RB",NA,NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2",NA,NA,"Upstream of Rt. 817 Bridge","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.83334167,-79.63871667,"03010101","Upper Roanoke","Turkeycock Creek","RU-I","030101010902","Turkeycock Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2013-05-29 16:30:00,"Roanoke","Upper Roanoke"
"4AXNB000.60","RU10","RB",2,"2016",1,NA,NA,NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"Off Rt. 622 in Havens Wildlife Mgt Area","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.32821389,-80.14343333,"03010101","Upper Roanoke","Mason Creek","RU-C","030101010302","Mason Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2016-03-03 19:30:00,"Roanoke","Upper Roanoke"
"4AXOH000.06","RU39",NA,13,"2014",1,NA,"2 : FP | 11 : PA",NA,NA,NA,NA,NA,NA,"FP: 2 | PA: 11 | Total: 13",NA,NA,"Off Rt. 607, South of Montvale","Blue Ridge","WCRO",0.3,"S",50,"000002","CONDUCTIVITY NOT REPORTED DUE TO METER MALFUNCTION",37.3653,-79.74261111,"03010101","Upper Roanoke","North Fork Goose Creek-Goose Creek","RU-K","030101011101","Goose Creek-North Fork Goose Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VARS11-189",2014-01-06 19:25:00,"Roanoke","Upper Roanoke"
"4AXOJ000.60","RU50","PA",12,"2015",1,NA,NA,"12 : PA",NA,NA,NA,NA,NA,"PA: 12 | Total: 12","PA: 12 | Total: 12",NA,"Oslin Creek Rd. Bridge (Tr. 637)","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.46469444,-79.41261111,"03010101","Upper Roanoke","North Otter Creek","RU-N","030101011402","North Otter Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2015-01-26 15:35:00,"Roanoke","Upper Roanoke"
"4AXOJ001.34","RU50","FP",2,"2015",1,NA,NA,"2 : FP",NA,NA,NA,NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2",NA,"Along Rt. 638","Blue Ridge","WCRO",0.3,"S",50,NA,NA,37.4609,-79.4021,"03010101","Upper Roanoke","North Otter Creek","RU-N","030101011402","North Otter Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VARS11-229",2015-05-05 18:20:00,"Roanoke","Upper Roanoke"
"4AXOK000.29","RU20","FP",2,"2015",1,NA,NA,"2 : FP",NA,NA,NA,NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2",NA,"Upstr Rt. 643, nr Monte Vista Sch","Blue Ridge","WCRO",0.3,"S",50,NA,NA,37.0986,-80.0511,"03010101","Upper Roanoke","North Fork Blackwater River","RU-E","030101010501","North Fork Blackwater River","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VARS11-297",2015-03-10 15:30:00,"Roanoke","Upper Roanoke"
"4AXOL000.94","RU39","FP",7,"2014, 2016, 2018",3,NA,"2 : FP",NA,"3 : FP",NA,"2 : FP",NA,"FP: 5 | Total: 5","FP: 7 | Total: 7","FP: 5 | Total: 5","FP: 2 | Total: 2","Btw Rt. 755 and 689 near Thaxton","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.3432,-79.6358,"03010101","Upper Roanoke","North Fork Goose Creek-Goose Creek","RU-K","030101011101","Goose Creek-North Fork Goose Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VARS11-004",2014-03-11 16:20:00,"Roanoke","Upper Roanoke"
"4AXUO000.49","RU19",NA,16,"2017, 2018, 2019",3,NA,NA,NA,NA,"2 : RB | 6 : TM","1 : RB | 6 : TM","1 : RB","RB: 4 | TM: 12 | Total: 16","RB: 3 | TM: 12 | Total: 15","RB: 4 | TM: 12 | Total: 16","RB: 4 | TM: 12 | Total: 16","Free Flowing to SML above backwaters","Blue Ridge","WCRO",0.3,"S",50,"000002","Conductivity failed post check",37.11116111,-79.605375,"03010101","Upper Roanoke","Bettys Creek-Smith Mountain Lake","RU-G","030101010704","Roanoke River/Smith Mountain Lake-Bettys Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station","VAEQ99-456",2017-02-06 15:15:00,"Roanoke","Upper Roanoke"
"4AXVO000.50","RU81","RB",3,"2018, 2019",2,NA,NA,NA,NA,NA,"2 : RB","1 : RB","RB: 3 | Total: 3","RB: 2 | Total: 2","RB: 3 | Total: 3","RB: 3 | Total: 3","UT Spencer just west of Rte 653","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.075,-78.52727778,"03010102","Middle Roanoke","Spring Creek-Roanoke Creek","RU-T","030101020501","Roanoke Creek-Spring Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2018-04-03 13:30:00,"Roanoke","Middle Roanoke"
"4AXVO000.60","RU81","TM",10,"2019",1,NA,NA,NA,NA,NA,NA,"10 : TM","TM: 10 | Total: 10",NA,"TM: 10 | Total: 10","TM: 10 | Total: 10","UT Spencer Creek at Rt.653 Maple Ln.","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.075159,-78.525383,"03010102","Middle Roanoke","Spring Creek-Roanoke Creek","RU-T","030101020501","Roanoke Creek-Spring Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station","UT Spencer Creek",2019-01-23 10:50:00,"Roanoke","Middle Roanoke"
